index   hemisphere  name
963 RH  Default_PFCm_7
964 RH  Default_PFCm_8
965 RH  Default_PFCm_9
966 RH  Default_PFCm_10
967 RH  Default_PFCm_11
968 RH  Default_PFCm_12
969 RH  Default_PFCm_13
970 RH  Default_PFCm_14
971 RH  Default_PFCm_15
972 RH  Default_PFCm_16
973 RH  Default_PFCm_17
974 RH  Default_PFCm_18
975 RH  Default_PFCm_19
976 RH  Default_PFCm_20
977 RH  Default_PFCm_21
978 RH  Default_PFCm_22
979 RH  Default_PFCm_23
980 RH  Default_PFCm_24
981 RH  Default_PCC_1
982 RH  Default_PCC_2
983 RH  Default_PCC_3
984 RH  Default_PCC_4
985 RH  Default_PCC_5
986 RH  Default_PCC_6
987 RH  Default_PCC_7
988 RH  Default_PCC_8
989 RH  Default_PCC_9
990 RH  Default_PCC_10
991 RH  Default_PCC_11
992 RH  Default_PCC_12
993 RH  Default_PCC_13
994 RH  Default_PCC_14
995 RH  Default_PCC_15
996 RH  Default_PCC_16
997 RH  Default_PCC_17
998 RH  Default_PCC_18
999 RH  Cont_PCC_1
1000    RH  Cont_PCC_2
2001    RH  aHIP
2002    RH  pHIP
2003    RH  lAMY
2004    RH  mAMY
2005    RH  THA-DP
2006    RH  THA-VP
2007    RH  THA-VA
2008    RH  THA-DA
2009    RH  NAc-shell
2010    RH  NAc-core
2011    RH  pGP
2012    RH  aGP
2013    RH  aPUT
2014    RH  pPUT
2015    RH  aCAU
2016    RH  pCAU
2017    LH  aHIP
2018    LH  pHIP
2019    LH  lAMY
2020    LH  mAMY
2021    LH  THA-DP
2022    LH  THA-VP
2023    LH  THA-VA
2024    LH  THA-DA
2025    LH  NAc-shell
2026    LH  NAc-core
2027    LH  pGP
2028    LH  aGP
2029    LH  aPUT
2030    LH  pPUT
2031    LH  aCAU
2032    LH  pCAU
3001    LH  I-IV
3002    RH  I-IV
3003    LH  V
3004    RH  V
3005    LH  VI
3006    Vermis  VI
3007    RH  VI
3008    LH  Crus I
3009    Vermis  Crus I
3010    RH  Crus I
3011    LH  Crus II
3012    Vermis  Crus II
3013    RH  Crus II
3014    LH  VIIb
3015    Vermis  VIIb
3016    RH  VIIb
3017    LH  VIIIa
3018    Vermis  VIIIa
3019    RH  VIIIa
3020    LH  VIIIb
3021    Vermis  VIIIb
3022    RH  VIIIb
3023    LH  IX
3024    Vermis  IX
3025    RH  IX
3026    LH  X
3027    Vermis  X
3028    RH  X

